Posição;Nome;Estado;"Pública ou Privada";"Posição em avaliação do Mercado";"Nota em avaliação do Mercado";"Posição em qualidade de ensino";"Nota em qualidade de ensino";"Posição em Instrução dos Professores";"Nota em Instrução dos Professores";"Posição Nota dos concluintes";"Nota dos concluintes";"Posição em Tempo de Dedicação dos Professores";"Nota em Tempo de Dedicação dos Professores";"Posição no MEC";"Nota no MEC"
118;"Faculdade de Ciências e Educação Sena Aires (FACESA)";GO;Privada;;;63;15.5;42;7.27;131;2.3;116;5.93;;
120;"Faculdade Marechal Rondon (FMR)";SP;Privada;;;65;15.47;59;6.96;141;2.17;93;6.34;;
121;"Universidade Estadual de Ciências da Saúde de Alagoas (UNCISAL)";AL;Pública;0;0;70;15.15;247;3.59;35;3.56;1;8;0;0
122;"Faculdades Integradas da Vitória de Santo Antão (FAINTVISA)";PE;Privada;;;71;15.07;53;7.07;;;1;8;;
122;"Centro Universitário do Vale do Ipojuca (UNIVIP)";PE;Privada;0;0;71;15.07;53;7.07;;;1;8;;
124;"Universidade de Ribeirão Preto (UNAERP)";SP;Privada;0;0;78;14.8;62;6.91;124;2.39;140;5.5;0;0
125;"Centro Universitário Luterano de Palmas (CEULP)";TO;Privada;;;80;14.71;159;5.17;189;1.54;1;8;;
126;"Faculdade Gama e Souza (FGS)";RJ;Privada;;;81;14.69;74;6.69;;;1;8;;
127;"Faculdade Nobre de Feira de Santana (FAN)";BA;Privada;0;0;82;14.62;50;7.12;217;1.18;94;6.32;;
128;"Faculdade Santo Agostinho (FSA)";PI;Privada;;;83;14.58;161;5.13;196;1.45;1;8;;
129;"Universidade Vila Velha (UVV)";ES;Privada;0;0;85;14.52;104;6.15;38;3.52;176;4.85;;
130;"Centro Universitário Newton Paiva (NEWTON PAIVA)";MG;Privada;0;0;86;14.45;126;5.76;17;3.79;173;4.9;;
131;"Universidade Estadual do Sudoeste da Bahia (UESB)";BA;Pública;;;87;14.37;275;3.09;56;3.28;1;8;;
132;"Faculdade Montes Belos (FMB)";GO;Privada;;;88;14.33;78;6.62;193;1.49;100;6.22;;
133;"Faculdades Integradas Pitágoras (FIP-MOC)";MG;Privada;0;0;89;14.32;158;5.18;220;1.14;1;8;;
134;"Faculdade São Lucas (FSL)";RO;Privada;0;0;90;14.25;195;4.52;175;1.73;1;8;;
135;"Centro Universitário Planalto do Distrito Federal (UNIPLAN)";DF;Privada;;;91;14.01;110;6.05;81;2.95;167;5.01;;
136;"Centro Universitário de Votuporanga (UNIFEV)";SP;Privada;;;92;13.96;48;7.16;89;2.85;226;3.95;0;0
137;"Centro Universitário Estácio de Sá de Santa Catarina (FESSC)";SC;Privada;;;95;13.92;77;6.64;190;1.53;126;5.75;;
138;"Centro Universitário Univates (UNIVATES)";RS;Privada;0;0;96;13.91;88;6.44;123;2.41;164;5.06;;
139;"Universidade de Taubaté (UNITAU)";SP;Pública;0;0;97;13.87;137;5.56;85;2.9;145;5.41;;
140;"Faculdade Madre Thais (FMT)";BA;Privada;;;98;13.85;121;5.85;;;1;8;;
141;"Faculdade Metropolitana de Manaus (FAMETRO)";AM;Privada;0;0;100;13.74;65;6.85;187;1.57;150;5.32;0;0
142;"Centro Universitário La Salle (UNILASALLE)";RS;Privada;;;102;13.54;81;6.57;15;3.82;270;3.15;;
143;"Faculdade de Tecnologia Gestão & Marketing (IBGM / FGM)";PE;Privada;;;105;13.51;140;5.51;;;1;8;;
144;"Centro Universitário de João Pessoa (UNIPÊ)";PB;Privada;0;0;107;13.48;236;3.79;178;1.69;1;8;;
145;"Faculdades Integradas do Brasil (FACBRASIL)";PR;Privada;;;108;13.42;154;5.26;111;2.56;134;5.6;;
146;"Universidade Estadual do Norte do Paraná (UENP)";PR;Pública;0;0;109;13.37;328;2.14;60;3.23;1;8;;
147;"Faculdades Integradas de Bauru (FIB)";SP;Privada;0;0;110;13.35;149;5.35;;;1;8;;
148;"Universidade do Vale do Itajaí (UNIVALI)";SC;Privada;0;0;111;13.26;150;5.33;51;3.35;191;4.58;;
149;"Universidade do Grande Rio Professor José de Souza Herdy (UNIGRANRIO)";RJ;Privada;0;0;112;13.22;248;3.57;181;1.65;1;8;;
150;"Centro Universitário da Grande Dourados (UNIGRAN)";MS;Privada;0;0;113;13.19;141;5.49;70;3.1;190;4.6;;
150;"Universidade Estadual de Goiás (UEG)";GO;Pública;0;0;113;13.19;359;1.58;31;3.61;1;8;;
152;"Universidade Cruzeiro do Sul (UNICSUL)";SP;Privada;0;0;115;13.08;43;7.25;152;2.03;234;3.8;;
153;"Faculdade União das Américas";PR;Privada;0;0;116;13.06;244;3.64;59;3.24;102;6.18;;
154;"Faculdade Ruy Barbosa (FRBA)";BA;Privada;0;0;117;13.04;166;5.04;;;1;8;;
155;"Centro Universitário Unifafibe (FAFIBE)";SP;Privada;;;118;13.01;144;5.44;104;2.65;172;4.92;;
156;"Universidade Cidade de São Paulo (UNICID)";SP;Privada;;;119;12.98;24;7.59;202;1.37;222;4.02;0;0
157;"Faculdade Assis Gurgacz (FAG)";PR;Privada;0;0;120;12.95;146;5.4;44;3.44;217;4.11;;
158;"Centro Universitário Franciscano (UNIFRA)";RS;Privada;0;0;121;12.92;213;4.2;106;2.63;107;6.09;;
159;"Faculdade São Miguel (FACULDADE SÃO MIGUEL)";PE;Privada;;;123;12.85;39;7.32;284;0.3;155;5.23;;
160;"Faculdade Escritor Osman da Costa Lins (FACOL)";PE;Privada;;;124;12.83;178;4.83;;;1;8;;
161;"Faculdade Pitágoras de Belo Horizonte (FPAS)";MG;Privada;;;125;12.78;256;3.43;47;3.4;115;5.95;;
161;"Universidade de Mogi das Cruzes (UMC)";SP;Privada;;;125;12.78;205;4.34;53;3.32;161;5.12;;
163;"Faculdade de Ciências Médicas da Paraíba (FCM-PB)";PB;Privada;;;127;12.68;200;4.43;159;1.94;95;6.31;;
164;"Universidade Santa Cecília (UNISANTA)";SP;Privada;;;128;12.6;209;4.27;129;2.33;112;6;;
165;"Faculdade Nordeste (FANOR)";CE;Privada;;;129;12.5;94;6.33;162;1.9;208;4.27;;
166;"Escola Bahiana de Medicina e Saúde Pública (EBMSP)";BA;Privada;0;0;130;12.49;391;1;40;3.49;1;8;;
167;"Faculdade de Ciências Médicas e da Saúde de Juiz de Fora (FCMS/JF)";MG;Privada;0;0;131;12.45;92;6.37;21;3.74;315;2.34;;
168;"Centro Universitário Central Paulista (UNICEP)";SP;Privada;0;0;132;12.29;51;7.1;82;2.94;320;2.25;;
169;"Universidade Luterana do Brasil (ULBRA)";RS;Privada;0;0;133;12.26;191;4.59;169;1.8;119;5.87;;
170;"Centro Universitário Fieo (UNIFIEO)";SP;Privada;;;134;12.2;112;6.01;94;2.78;256;3.41;;
171;"Universidade de Itaúna (UI)";MG;Privada;0;0;136;12.19;55;7.03;101;2.69;308;2.47;;
172;"Centro Universitário de Lavras (UNILAVRAS)";MG;Privada;;;137;12;101;6.21;223;1.1;185;4.69;;
173;"Faculdade Cathedral (FACES)";RR;Privada;;;138;11.98;57;7;206;1.32;242;3.66;;
174;"Faculdade Integrada Metropolitana de Campinas (METROCAMP)";SP;Privada;;;140;11.87;87;6.46;170;1.79;244;3.62;;
175;"Centro Universitário de Várzea Grande (UNIVAG)";MT;Privada;0;0;141;11.85;64;6.87;261;0.6;202;4.38;;
176;"Faculdade Regional da Bahia (FARB)";BA;Privada;;;143;11.75;56;7.01;;;182;4.74;;
177;"União das Faculdades dos Grandes Lagos (UNILAGO)";SP;Privada;;;144;11.72;108;6.08;;;132;5.64;;
178;"Centro Universitário Fundação de Ensino Octávio Bastos (UNIFEOB)";SP;Privada;0;0;145;11.69;179;4.81;32;3.6;263;3.28;;
179;"Centro Universitário Serra dos Órgãos (UNIFESO)";RJ;Privada;;;146;11.62;246;3.61;88;2.86;159;5.15;;
180;"Faculdade Estácio de Sá de Vitória (FESV)";ES;Privada;;;147;11.5;258;3.39;58;3.26;176;4.85;;
181;"Centro Universitário Herminio Ometto (UNIARARAS)";SP;Privada;0;0;148;11.37;61;6.92;121;2.43;333;2.02;;
182;"Faculdade União de Goyazes (FUG)";GO;Privada;;;149;11.36;193;4.56;229;1.02;124;5.78;;
183;"Universidade de Uberaba (UNIUBE)";MG;Privada;0;0;150;11.34;72;6.73;186;1.58;277;3.03;0;0
184;"Universidade Anhembi Morumbi (UAM)";SP;Privada;0;0;152;11.3;17;7.71;118;2.47;383;1.12;;
185;"Centro Universitário de Brasília (UNICEUB)";DF;Privada;0;0;153;11.29;145;5.42;98;2.73;271;3.14;;
186;"Faculdade de Ciências Administrativas e Contábeis de Itabira (FACCI)";MG;Privada;;;154;11.26;188;4.65;157;1.96;187;4.65;;
187;"Faculdade São José (FSJ)";RJ;Privada;0;0;156;11.18;14;7.77;273;0.44;280;2.97;;
188;"Universidade de Rio Verde (FESURV)";GO;Pública;0;0;157;11.14;303;2.58;132;2.29;97;6.27;;
189;"Faculdade Sudamérica (SUDAMÉRICA)";MG;Privada;;;158;11.12;85;6.49;;;188;4.63;;
190;"Universidade de Cruz Alta (UNICRUZ)";RS;Privada;;;159;11.02;89;6.42;165;1.86;293;2.74;0;0
191;"Universidade de Cuiabá (UNIC / PITÁGORAS)";MT;Privada;0;0;160;11;335;2.01;63;3.19;123;5.8;;
192;"Faculdade Cenecista de Bento Gonçalves (FACEBG)";RS;Privada;;;161;10.9;109;6.06;251;0.73;217;4.11;;
193;"Faculdade Integral Diferencial (FACID)";PI;Privada;0;0;162;10.89;283;2.94;125;2.38;136;5.57;;
194;"Faculdade Educacional de Dois Vizinhos (FAED)";PR;Privada;;;163;10.86;399;0.86;154;2;1;8;;
195;"Faculdades Integradas Einstein de Limeira (FIEL)";SP;Privada;;;164;10.84;309;2.48;137;2.22;104;6.14;;
196;"Centro Universitário Anhanguera de Niterói (UNIAN)";RJ;Privada;;;166;10.79;219;4.09;176;1.71;168;4.99;;
197;"Faculdade de Ciências Aplicadas Doutor Leão Sampaio (FLS)";CE;Privada;0;0;167;10.69;181;4.77;100;2.71;267;3.21;;
198;"Faculdade de Tecnologia e Ciências de Feira de Santana (FTC)";BA;Privada;0;0;168;10.66;388;1.06;185;1.6;1;8;;
199;"Centro Universitário Campos de Andrade (UNIANDRADE)";PR;Privada;;;169;10.59;111;6.03;;;192;4.56;;
200;"Universidade Iguaçu (UNIG)";RJ;Privada;0;0;171;10.57;218;4.11;198;1.43;166;5.03;;
201;"Universidade Federal do Amapá (UNIFAP)";AP;Pública;;;172;10.55;305;2.55;;;1;8;;
202;"Faculdade Anglo-Americano (FAA)";PR;Privada;0;0;173;10.54;220;4.07;48;3.39;274;3.08;;
203;"Instituto Salvador de Ensino e Cultura (ISEC)";BA;Privada;;;174;10.53;441;0.11;122;2.42;1;8;;
204;"Faculdade Ingá";PR;Privada;0;0;175;10.5;113;5.99;50;3.36;381;1.15;;
205;"Universidade do Extremo Sul Catarinense (UNESC)";SC;Privada;0;0;176;10.49;225;3.98;254;0.69;122;5.82;0;0
206;"Faculdade Santa Terezinha (CEST)";MA;Privada;0;0;177;10.48;365;1.47;230;1.01;1;8;;
207;"Faculdade Campo Grande (FCG)";MS;Privada;;;180;10.42;239;3.73;24;3.7;279;2.99;;
208;"Centro Universitário Sant´Anna (UNISANT'ANNA)";SP;Privada;;;181;10.39;118;5.9;;;196;4.49;;
