Posição;Nome;Estado;"Pública ou Privada";"Posição em avaliação do Mercado";"Nota em avaliação do Mercado";"Posição em qualidade de ensino";"Nota em qualidade de ensino";"Posição em Instrução dos Professores";"Nota em Instrução dos Professores";"Posição Nota dos concluintes";"Nota dos concluintes";"Posição em Tempo de Dedicação dos Professores";"Nota em Tempo de Dedicação dos Professores";"Posição no MEC";"Nota no MEC"
187;"Faculdade de Ensino Superior do Interior Paulista (FAIP)";SP;Privada;;;100;16.28;212;6.29;414;1.99;1;8;;
187;"Faculdade de Ciências Sociais Aplicadas do Vale do São Lourenço (EDUVALE)";MT;Privada;;;100;16.28;61;7.51;665;0.77;1;8;;
189;"Instituto Superior de Educação Ceres (ISE-CERES)";SP;Privada;;;103;16.21;204;6.35;48;3.77;231;6.09;;
190;"Fae Centro Universitário (FAE)";PR;Privada;;;105;16.2;177;6.57;7;3.97;283;5.66;;
191;"Universidade Estadual do Norte do Paraná (UENP)";PR;Pública;0;0;106;16.19;418;4.62;89;3.57;1;8;;
192;"Faculdade Evangélica do Piaui (FAEPI)";PI;Privada;;;107;16.15;74;7.41;671;0.74;1;8;;
193;"Universidade Tuiuti do Paraná (UTP)";PR;Privada;0;0;109;16.1;82;7.34;155;3.25;301;5.51;0;0
194;"Faculdade Doctum de Pedagogia da Serra (DOCTUM)";ES;Privada;;;110;16.08;224;6.19;435;1.89;1;8;;
195;"Faculdade de Getúlio Vargas (FACULDADE IDEAU)";RS;Privada;;;111;16.05;403;4.74;143;3.31;1;8;;
196;"Faculdade São Luís de França (FSLF)";SE;Privada;;;112;16.04;164;6.68;544;1.36;1;8;;
197;"Universidade da Integração Internacional da Lusofonia Afro-Brasileira (UNILAB)";CE;Pública;;;114;16;1;8;;;1;8;;
198;"Universidade Federal do Recôncavo da Bahia (UFRB)";BA;Pública;;;115;15.97;113;7.09;643;0.88;1;8;;
199;"Faculdade Regional da Bahia (FARB)";BA;Privada;;;117;15.96;125;6.99;247;2.8;222;6.17;;
200;"Faculdade São Sebastião";SP;Privada;;;118;15.94;183;6.52;42;3.8;288;5.62;;
