Posição;Nome;Estado;"Pública ou Privada";"Posição em avaliação do Mercado";"Nota em avaliação do Mercado";"Posição em qualidade de ensino";"Nota em qualidade de ensino";"Posição em Instrução dos Professores";"Nota em Instrução dos Professores";"Posição Nota dos concluintes";"Nota dos concluintes";"Posição em Tempo de Dedicação dos Professores";"Nota em Tempo de Dedicação dos Professores";"Posição no MEC";"Nota no MEC"
174;"Universidade do Contestado (UNC)";SC;Pública;0;0;171;6.85;168;2.59;148;0.62;135;3.64;;
175;"Faculdade Pitágoras de Betim (PITÁGORAS-BETIM)";MG;Privada;0;0;172;6.82;235;0.42;133;0.97;80;5.43;;
176;"Faculdade Brasileira (MULTIVIX)";ES;Privada;;;173;6.75;164;2.72;;;123;4.03;;
176;"Faculdade da Serra Gaúcha (FSG)";RS;Privada;0;0;173;6.75;116;4.28;;;171;2.47;;
178;"Universidade de Uberaba (UNIUBE)";MG;Privada;0;0;175;6.72;207;1.33;102;1.68;133;3.71;;
179;"Faculdades Integradas de Cacoal (UNESC)";RO;Privada;0;0;176;6.71;188;1.94;68;2.46;176;2.31;;
180;"Faculdades Pitágoras Unidade Guarapari (FIPAG)";ES;Privada;;;177;6.66;218;0.97;144;0.71;94;4.98;;
181;"Universidade do Oeste de Santa Catarina (UNOESC)";SC;Pública;0;0;179;6.61;198;1.62;108;1.54;141;3.45;;
182;"Universidade de Rio Verde (FESURV)";GO;Pública;;;180;6.53;192;1.81;162;0.3;111;4.42;;
183;"Faculdade Asces (ASCES)";PE;Privada;0;0;181;6.5;80;5.44;164;0.25;222;0.81;;
184;"Universidade Cidade de São Paulo (UNICID)";SP;Privada;;;182;6.46;125;3.98;155;0.46;185;2.02;;
185;"Faculdade de Tecnologia e Ciências de Feira de Santana (FTC)";BA;Privada;;;183;6.4;221;0.87;106;1.59;126;3.94;;
186;"Centro Universitário Estácio Radial de São Paulo (UNIRADIAL)";SP;Privada;;;184;6.38;105;4.63;153;0.51;209;1.24;;
187;"Faculdade de Tecnologia e Ciências (FTC SALVADOR)";BA;Privada;;;185;6.14;160;2.85;;;146;3.29;;
188;"Faculdade Educacional de Dois Vizinhos (FAED)";PR;Privada;;;187;6.01;208;1.3;154;0.48;117;4.23;;
189;"Universidade Braz Cubas (UBC)";SP;Privada;0;0;188;6;219;0.94;78;2.23;160;2.83;0;0
190;"Centro Universitário Barão de Mauá (CBM)";SP;Privada;;;189;5.97;139;3.53;140;0.81;197;1.63;0;0
190;"Centro Universitário Moacyr Sreder Bastos (UNIMSB)";RJ;Privada;;;189;5.97;123;4.05;;;188;1.92;;
192;"Faculdade Terra Nordeste (FATENE)";CE;Privada;;;191;5.9;114;4.34;;;199;1.56;;
193;"Faculdade União das Américas";PR;Privada;;;192;5.75;226;0.71;69;2.44;167;2.6;;
194;"Faculdade Pitágoras de Divinópolis (FPD)";MG;Privada;0;0;193;5.72;232;0.52;;;87;5.2;;
195;"Instituto Superior de Ciências Aplicadas (ISCA)";SP;Privada;0;0;194;5.69;191;1.85;77;2.25;198;1.59;;
196;"Centro Universitário Fundação Santo André (CUFSA)";SP;Pública;0;0;195;5.66;89;5.15;160;0.35;242;0.16;;
197;"Universidade Vale do Rio Verde (UNINCOR)";MG;Privada;;;196;5.52;170;2.53;113;1.43;199;1.56;;
198;"Universidade de Sorocaba (UNISO)";SP;Privada;0;0;197;5.5;137;3.6;132;0.99;219;0.91;;
199;"Faculdade de Ciências Biológicas e da Saúde (FACISA)";MG;Privada;;;198;5.48;134;3.69;;;192;1.79;;
200;"Centro Universitário de Patos de Minas (UNIPAM)";MG;Privada;0;0;199;5.41;183;2.11;112;1.45;190;1.85;;
201;"Faculdade Presidente Antônio Carlos de Bom Despacho (FAPACBD)";MG;Privada;;;200;5.26;239;0.29;90;1.95;154;3.02;;
202;"Centro Universitário do Leste de Minas Gerais (UNILESTEMG)";MG;Privada;0;0;201;5.23;210;1.23;87;2.02;186;1.98;;
203;"Centro Universitário do Norte (UNINORTE)";AM;Privada;0;0;202;5.19;151;3.14;168;0.16;189;1.89;;
204;"Centro Universitário do Planalto de Araxá (UNIARAXÁ)";MG;Privada;;;203;5.19;163;2.75;;;172;2.44;;
205;"Centro Universitário Metodista Izabela Hendrix (CEUNIH)";MG;Privada;;;204;5.18;147;3.27;119;1.29;228;0.62;;
206;"Centro Universitário das Faculdades Metropolitanas Unidas (FMU)";SP;Privada;0;0;205;5.06;196;1.68;;;143;3.38;;
207;"Universidade Tuiuti do Paraná (UTP)";PR;Privada;0;0;206;5.04;185;2.04;169;0.14;159;2.86;;
208;"Universidade Alto Vale do Rio do Peixe (UNIARP)";SC;Pública;;;207;5.02;162;2.79;174;0.02;179;2.21;;
209;"Faculdade do Noroeste de Minas (FINOM)";MG;Privada;;;208;4.91;233;0.49;137;0.87;138;3.55;;
210;"Centro Superior de Ensino e Pesquisa de Machado (CESEP)";MG;Privada;0;0;209;4.84;201;1.52;;;145;3.32;;
211;"Universidade Severino Sombra (USS)";RJ;Privada;;;210;4.76;165;2.69;122;1.22;221;0.85;0;0
211;"Centro Universitário Ritter dos Reis (UNIRITTER)";RS;Privada;0;0;210;4.76;109;4.5;;;239;0.26;;
