Posição;Nome;Estado;"Pública ou Privada";"Posição em avaliação do Mercado";"Nota em avaliação do Mercado";"Posição em qualidade de ensino";"Nota em qualidade de ensino";"Posição em Instrução dos Professores";"Nota em Instrução dos Professores";"Posição Nota dos concluintes";"Nota dos concluintes";"Posição em Tempo de Dedicação dos Professores";"Nota em Tempo de Dedicação dos Professores";"Posição no MEC";"Nota no MEC"
88;"Universidade Tiradentes (UNIT)";SE;Privada;39;27.71;434;7.66;475;2.35;259;2.19;407;3.12;;
89;"Universidade Estadual do Centro Oeste (UNICENTRO)";PR;Pública;88;17.02;54;18.21;133;6.43;32;3.78;1;8;;
90;"Universidade Estadual do Oeste do Paraná (UNIOESTE)";PR;Pública;88;17.02;57;18.07;97;6.86;114;3.21;1;8;;
91;"Centro Federal de Educação Tecnológica de Minas Gerais (CEFET/MG)";MG;Pública;88;17.02;58;18.03;142;6.32;42;3.71;1;8;0;0
92;"Faculdade de Computação e Informática da Fundação Armando Alvares Penteado (FCI-FAAP)";SP;Privada;39;27.71;453;7.24;65;7.24;;;;;;
93;"Fundação Universidade Federal do Tocantins (UFT)";TO;Pública;88;17.02;80;16.76;115;6.64;269;2.12;1;8;;
94;"Universidade do Ceuma (UNICEUMA)";MA;Privada;88;17.02;82;16.66;171;5.97;188;2.69;1;8;;
94;"Centro Universitário Newton Paiva (NEWTON PAIVA)";MG;Privada;39;27.71;528;5.97;660;0.14;196;2.63;401;3.2;;
96;"Universidade do Oeste de Santa Catarina (UNOESC)";SC;Pública;39;27.71;551;5.6;575;1.16;326;1.72;441;2.72;;
97;"Centro Universitário Facvest (FACVEST)";SC;Privada;88;17.02;94;16.03;54;7.37;478;0.66;1;8;;
98;"Universidade de Ribeirão Preto (UNAERP)";SP;Privada;88;17.02;95;15.99;90;6.94;158;2.9;155;6.15;;
99;"Faculdade Interamericana de Porto Velho (UNIRON)";RO;Privada;39;27.71;573;5.1;558;1.36;368;1.43;475;2.31;;
100;"Centro Universitário do Norte (UNINORTE)";AM;Privada;39;27.71;575;5.06;460;2.53;369;1.42;575;1.11;;
101;"Universidade Federal do Piauí (UFPI)";PI;Pública;88;17.02;107;15.25;216;5.44;313;1.81;1;8;;
102;"Universidade do Estado do Rio Grande do Norte (UERN)";RN;Pública;88;17.02;108;15.21;175;5.93;389;1.28;1;8;;
103;"Instituto de Ensino Superior Fucapi (CESF)";AM;Privada;88;17.02;116;14.76;116;6.63;284;2.02;158;6.11;;
104;"Universidade Católica de Santos (UNISANTOS)";SP;Privada;88;17.02;127;14.44;127;6.5;255;2.22;191;5.72;;
105;"Universidade Regional do Noroeste do Estado do Rio Grande do Sul (UNIJUI)";RS;Privada;88;17.02;130;14.37;103;6.78;215;2.5;243;5.09;;
106;"Faculdade Sete de Setembro (FA7)";CE;Privada;88;17.02;156;13.5;167;6.02;101;3.3;319;4.18;;
107;"Centro Universitário Cesmac (CESMAC)";AL;Privada;39;27.71;649;2.54;624;0.57;393;1.25;607;0.72;;
108;"Universidade da Região de Joinville (UNIVILLE)";SC;Pública;88;17.02;169;13.02;243;5.12;265;2.15;188;5.75;;
109;"Universidade de Taubaté (UNITAU)";SP;Pública;88;17.02;172;12.95;178;5.89;376;1.37;193;5.69;;
110;"Universidade do Vale do Paraíba (UNIVAP)";SP;Privada;88;17.02;188;12.44;48;7.44;415;1.1;342;3.9;;
111;"Universidade Cruzeiro do Sul (UNICSUL)";SP;Privada;88;17.02;191;12.3;74;7.13;311;1.83;389;3.34;;
112;"Centro Universitário Univates (UNIVATES)";RS;Privada;88;17.02;198;12.06;233;5.23;132;3.08;355;3.75;;
113;"Universidade do Sagrado Coração (USC)";SP;Privada;88;17.02;199;12.05;108;6.72;490;0.57;271;4.76;;
113;"Universidade Católica de Pelotas (UCPEL)";RS;Privada;88;17.02;199;12.05;107;6.74;565;0.05;229;5.26;0;0
115;"Faculdade Meridional (IMED)";RS;Privada;88;17.02;206;12;249;5.04;321;1.76;234;5.2;;
116;"Fundação Universidade do Estado de Santa Catarina (UDESC)";SC;Pública;88;17.02;215;11.79;224;5.34;65;3.55;426;2.9;0;0
117;"Universidade Anhanguera (UNIDERP)";MS;Privada;88;17.02;226;11.63;416;3.05;196;2.63;172;5.95;;
118;"Instituto de Estudos Superiores da Amazônia (IESAM)";PA;Privada;88;17.02;229;11.59;199;5.64;322;1.75;317;4.2;0;0
119;"Centro Universitário de Belo Horizonte (UNI-BH)";MG;Privada;88;17.02;239;11.43;151;6.21;266;2.14;411;3.08;;
120;"Centro Universitário Cândido Rondon (UNIRONDON)";MT;Privada;88;17.02;246;11.24;146;6.27;523;0.34;282;4.63;;
121;"Universidade Estadual do Piauí (UESPI)";PI;Pública;88;17.02;249;11.17;451;2.64;496;0.53;1;8;;
122;"Universidade Vila Velha (UVV)";ES;Privada;88;17.02;254;11.06;262;4.89;5;3.97;484;2.2;;
123;"Faculdade Católica do Tocantins (FACTO)";TO;Privada;88;17.02;260;10.9;316;4.24;279;2.05;283;4.61;;
