Posição;Nome;Estado;"Pública ou Privada";"Posição em avaliação do Mercado";"Nota em avaliação do Mercado";"Posição em qualidade de ensino";"Nota em qualidade de ensino";"Posição em Instrução dos Professores";"Nota em Instrução dos Professores";"Posição Nota dos concluintes";"Nota dos concluintes";"Posição em Tempo de Dedicação dos Professores";"Nota em Tempo de Dedicação dos Professores";"Posição no MEC";"Nota no MEC"
117;"Instituto Federal de Educação, Ciência e Tecnologia de Rondônia (IFRO)";RO;Pública;;;115;8.65;193;0.65;;;1;8;;
118;"Instituto Federal de Educação, Ciência e Tecnologia do Tocantins (IFTO)";TO;Pública;;;116;8.5;197;0.5;;;1;8;;
119;"Instituto Federal de Educação, Ciência e Tecnologia do Maranhão (IFMA)";MA;Pública;;;117;8.38;200;0.38;;;1;8;;
120;"Universidade do Sagrado Coração (USC)";SP;Privada;0;0;118;8.32;64;5.59;;;138;2.73;;
121;"Faculdade de Estudos Superiores de Minas Gerais (FEAD)";MG;Privada;;;119;8.3;100;4.21;19;3.51;194;0.58;;
122;"Centro Universitário de Araras (UNAR)";SP;Privada;;;120;8.29;74;5.21;;;129;3.08;;
123;"Faculdades Integradas de Três Lagoas (AEMS)";MS;Privada;;;121;8.28;76;5.13;;;127;3.15;;
124;"Instituto Federal de Educação, Ciência e Tecnologia do Pará (IFPA)";PA;Pública;;;122;8.23;156;2.07;74;2.01;101;4.15;;
125;"Faculdade de Ciências Humanas e Sociais (FUCAMP)";MG;Privada;;;123;8.22;123;3.33;93;1.5;121;3.39;;
126;"Faculdade de Ciências Agrárias e Exatas de Primavera do Leste";MT;Privada;;;124;8.12;127;3.18;108;1.09;109;3.85;;
127;"Centro Universitário Dinâmica das Cataratas (UDC)";PR;Privada;;;125;8.04;160;1.91;53;2.59;117;3.54;;
128;"Instituto Federal de Educação, Ciência e Tecnologia do Sudeste de Minas Gerais (IFSEMG)";MG;Pública;;;126;8.02;117;3.56;;;93;4.46;;
129;"Centro Universitário Moura Lacerda (CUML)";SP;Privada;0;0;127;7.88;50;6.12;130;0.49;176;1.27;;
130;"Instituto Federal de Educação, Ciência e Tecnologia Catarinense (IF Catarinense)";SC;Pública;;;128;7.82;108;3.9;;;107;3.92;;
131;"Faculdade Campo Real (CAMPO REAL)";PR;Privada;0;0;129;7.7;128;3.14;61;2.37;152;2.19;;
132;"Universidade Estadual de Mato Grosso do Sul (UEMS)";MS;Pública;0;0;130;7.59;91;4.56;72;2.07;184;0.96;0;0
133;"Faculdade Assis Gurgacz (FAG)";PR;Privada;;;131;7.47;147;2.41;50;2.67;147;2.39;;
134;"Faculdade Integrado de Campo Mourão (CEI)";PR;Privada;0;0;132;7.24;116;3.6;75;1.99;166;1.65;;
135;"Faculdades Adamantinenses Integradas (FAI)";SP;Pública;;;133;7.23;133;2.95;84;1.74;143;2.54;;
136;"Universidade Norte do Paraná (UNOPAR)";PR;Privada;0;0;134;7.22;115;3.64;;;116;3.58;;
137;"Centro Universitário Central Paulista (UNICEP)";SP;Privada;;;135;7.16;47;6.24;;;185;0.92;;
138;"Centro Universitário da Grande Dourados (UNIGRAN)";MS;Privada;0;0;136;7.14;111;3.79;;;122;3.35;0;0
138;"Centro Universitário do Planalto de Araxá (UNIARAXÁ)";MG;Privada;;;136;7.14;146;2.45;79;1.88;136;2.81;;
140;"Universidade do Sul de Santa Catarina (UNISUL)";SC;Privada;0;0;138;6.8;152;2.22;49;2.69;160;1.89;;
141;"Faculdades Integradas Promove de Brasilia";DF;Privada;;;139;6.75;129;3.1;56;2.5;179;1.15;;
142;"Universidade Regional Integrada do Alto Uruguai e das Missões (URI)";RS;Privada;0;0;140;6.67;134;2.91;82;1.8;158;1.96;;
143;"Faculdade de Ensino Superior Santa Barbara (FAESB)";SP;Privada;;;141;6.62;135;2.87;119;0.79;132;2.96;;
144;"Universidade de Cruz Alta (UNICRUZ)";RS;Privada;;;142;6.58;122;3.37;92;1.52;165;1.69;;
145;"Centro Universitário de Goiás (UNI-ANHANGÜERA)";GO;Privada;;;143;6.56;95;4.4;97;1.39;189;0.77;;
146;"Centro Regional Universitário de Espírito Santo do Pinhal (UNIPINHAL)";SP;Privada;0;0;144;6.43;107;3.94;127;0.57;159;1.92;;
147;"Universidade Comunitária da Região de Chapecó (UNOCHAPECÓ)";SC;Pública;;;145;6.34;155;2.11;128;0.54;113;3.69;;
148;"Faculdades Integradas Stella Maris de Andradina (FISMA)";SP;Privada;;;146;6.28;59;5.78;;;196;0.5;;
148;"Faculdade Eduvale de Avaré (EDUVALE)";SP;Privada;0;0;146;6.28;60;5.74;;;195;0.54;;
150;"Universidade da Região da Campanha (URCAMP)";RS;Privada;;;148;6.25;165;1.72;89;1.61;133;2.92;;
151;"Universidade Camilo Castelo Branco (UNICASTELO)";SP;Privada;0;0;149;6.19;131;3.02;122;0.71;145;2.46;0;0
152;"Faculdades Integradas da Upis (UPIS)";DF;Privada;;;150;6.14;142;2.6;96;1.42;154;2.12;;
153;"Centro Universitário de Araraquara (UNIARA)";SP;Privada;0;0;152;6.05;70;5.36;;;191;0.69;;
154;"Centro Universitário do Norte Paulista (UNORP)";SP;Privada;;;153;5.99;140;2.68;;;123;3.31;;
