Posição;Nome;Estado;"Pública ou Privada";"Posição em avaliação do Mercado";"Nota em avaliação do Mercado";"Posição em qualidade de ensino";"Nota em qualidade de ensino";"Posição em Instrução dos Professores";"Nota em Instrução dos Professores";"Posição Nota dos concluintes";"Nota dos concluintes";"Posição em Tempo de Dedicação dos Professores";"Nota em Tempo de Dedicação dos Professores";"Posição no MEC";"Nota no MEC"
163;"Faculdades Integradas da Vitória de Santo Antão (FAINTVISA)";PE;Privada;;;88;14.69;125;5.9;288;0.79;1;8;;
164;"Faculdade Gama e Souza (FGS)";RJ;Privada;;;89;14.62;116;6.05;308;0.57;1;8;;
165;"Faculdade de Sabará (SOECS)";MG;Privada;;;90;14.61;83;6.61;;;1;8;;
166;"Instituto Superior de Educação Ceres (ISE-CERES)";SP;Privada;;;91;14.56;86;6.56;;;1;8;;
167;"Centro Universitário Metodista (IPA)";RS;Privada;;;93;14.46;92;6.46;;;1;8;;
168;"Instituto Federal de Educação, Ciência e Tecnologia de Alagoas (IFAL)";AL;Pública;;;95;14.37;114;6.09;334;0.28;1;8;;
169;"Faculdade Pitágoras de Belo Horizonte (FPAS)";MG;Privada;0;0;96;14.26;99;6.34;136;2.49;150;5.43;;
170;"Faculdade Pereira de Freitas (FPF)";MG;Privada;;;98;14.11;220;4.29;196;1.82;1;8;;
171;"Universidade Federal do Recôncavo da Bahia (UFRB)";BA;Pública;;;99;14.1;113;6.1;;;1;8;;
172;"Universidade da Região de Joinville (UNIVILLE)";SC;Pública;0;0;100;14.07;126;5.88;15;3.84;213;4.35;;
173;"Centro Federal de Educação Tecnológica Celso Suckow da Fonseca (CEFET/RJ)";RJ;Pública;;;101;13.98;120;5.98;;;1;8;;
174;"Universidade Católica de Santos (UNISANTOS)";SP;Privada;0;0;102;13.9;182;4.93;23;3.75;162;5.22;;
175;"Fundação Universidade Federal da Grande Dourados (UFGD)";MS;Pública;0;0;103;13.88;69;6.85;211;1.65;153;5.38;;
176;"Faculdade Iseib de Belo Horizonte (FIBH)";MG;Privada;;;104;13.85;128;5.85;;;1;8;;
